taraxacum_officinale,prunus_serrulata,malus_domestica,euphorbia_verrucosa,spiraea_thunbergii,tulipa_gesneriana,bellis_perennis,lamium_purpureum,capsella_bursa-pastoris,muscari_neglectum,vinca_major,brunnera_macrophylla,urtica_dioica,brassica_napus,veronica_persica,erodium_cicutarium,aesculus_hippocastanum,aurinia_saxatilis,phlox_subulata,vinca_minor,anemone_sylvestris,tulipa_sylvestris,iris_germanica,coleus_amboinicus,sempervivum_tectorum
muscari neglectum,taraxacum officinale,erica carnea,iberis sempervirens,chelidonium majus,bellis perennis,doronicum pardalianches,narcissus jonquilla,lamium maculatum,myosotis sylvatica,pulsatilla vulgaris,geranium phaeum,hyacinthoides hispanica,viola wittrockiana,nepeta faassenii,primula vulgaris,viola odorata,erigeron annuus,fragaria vesca,pyrus communis,tilia cordata,populus nigra,acer platanoides,betula pendula,pinus sylvestris
